filename,width,height,class,xmin,ymin,xmax,ymax
agri_0_3492_jpeg.rf.71ec98343526e23694cc3d0e75905150.jpg,832,832,weed,1,599,292,832
agri_0_4222_jpeg.rf.79a0a2eff156a82738bbdfa21e97c743.jpg,832,832,weed,70,179,519,628
agri_0_4240_jpeg.rf.9ca93e3251db0f6d9c706f7d7010c7da.jpg,832,832,weed,0,133,614,649
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,164,203,264,320
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,141,545,202,602
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,258,489,310,547
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,287,198,384,311
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,288,367,342,417
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,440,186,565,262
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,609,106,709,227
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,449,652,525,712
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,698,539,758,613
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,374,35,449,129
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,557,42,617,112
agri_0_3964_jpeg.rf.952b6222f77881431f0214fbaee0063d.jpg,832,832,crop,486,85,550,137
agri_0_372_jpeg.rf.cb01b82103f9814f4aea385f23fad3fd.jpg,832,832,crop,63,187,699,684
agri_0_372_jpeg.rf.cb01b82103f9814f4aea385f23fad3fd.jpg,832,832,crop,280,660,758,829
agri_0_3509_jpeg.rf.e6f5f4ad1db4a5a789e234f955cea7d3.jpg,832,832,crop,49,195,822,804
agri_0_1509_jpeg.rf.d6f723bd3ba69d9c6186e86e8ce8e80d.jpg,832,832,weed,141,63,692,763
agri_0_4273_jpeg.rf.4ddc3a6db82c7f8dc3c01c8f24c1ba28.jpg,832,832,weed,134,191,673,629
agri_0_4273_jpeg.rf.4ddc3a6db82c7f8dc3c01c8f24c1ba28.jpg,832,832,weed,220,690,361,832
agri_0_4214_jpeg.rf.1090f58674348c37c916d9fe2fd9097c.jpg,832,832,crop,300,286,629,589
agri_0_4214_jpeg.rf.1090f58674348c37c916d9fe2fd9097c.jpg,832,832,crop,31,657,498,832
agri_0_4214_jpeg.rf.1090f58674348c37c916d9fe2fd9097c.jpg,832,832,crop,0,46,210,734
agri_0_3706_jpeg.rf.fc34169b904b21b06c0871822deb1c73.jpg,832,832,crop,121,124,670,688
agri_0_4068_jpeg.rf.3fad498a69931bc0a25e5575fdc41a0e.jpg,832,832,weed,2,94,669,749
agri_0_1463_jpeg.rf.3b38e6b49eea6e2c759074b6e2f5ba37.jpg,832,832,crop,137,12,771,781
agri_0_1393_jpeg.rf.5f9ffb5c3c737202f5313da942b85027.jpg,832,832,weed,48,18,794,772
agri_0_3736_jpeg.rf.da224eeaecc83bd9720cd753a3f058e0.jpg,832,832,crop,0,0,832,832
agri_0_3736_jpeg.rf.da224eeaecc83bd9720cd753a3f058e0.jpg,832,832,crop,0,209,519,832
agri_0_1395_jpeg.rf.600e3d7246cf6bdaf3656c58994e99d6.jpg,832,832,crop,0,0,704,741
agri_0_4064_jpeg.rf.4e4be01f1adacbf341cdb9fd95771ba7.jpg,832,832,weed,66,63,824,824
agri_0_4312_jpeg.rf.613162af3ca4245a340fd33b19c08b12.jpg,832,832,weed,117,179,609,825
agri_0_3971_jpeg.rf.b4d2e0002fb7c3fa0e2cadb9c87a67f2.jpg,832,832,crop,0,0,832,832
agri_0_1642_jpeg.rf.ed230b124e9105f7f96be3ccd767735c.jpg,832,832,weed,0,258,818,788
agri_0_1642_jpeg.rf.ed230b124e9105f7f96be3ccd767735c.jpg,832,832,weed,599,48,821,233
agri_0_1693_jpeg.rf.94d8e28ff010c810ee653b424e3a0d30.jpg,832,832,crop,11,70,630,728
agri_0_3703_jpeg.rf.7347347c35cc3724f4f4bb228c301f8f.jpg,832,832,weed,131,93,596,749
agri_0_3703_jpeg.rf.7347347c35cc3724f4f4bb228c301f8f.jpg,832,832,weed,589,0,828,296
agri_0_3500_jpeg.rf.56e7db4a2e745cc76670c2740c2d77c4.jpg,832,832,crop,5,94,721,660
agri_0_3706_jpeg.rf.395870c34be1dc9dd9bcd58d99e27d47.jpg,832,832,crop,119,116,692,675
agri_0_3797_jpeg.rf.449ef87f68d94597c3fed8a4043d60d0.jpg,832,832,weed,8,189,559,663
agri_0_3797_jpeg.rf.449ef87f68d94597c3fed8a4043d60d0.jpg,832,832,weed,603,621,829,832
agri_0_3797_jpeg.rf.449ef87f68d94597c3fed8a4043d60d0.jpg,832,832,weed,520,104,832,353
agri_0_3778_jpeg.rf.e37df303ccb4b0a66d709eb5400e2fa6.jpg,832,832,crop,311,304,620,665
agri_0_3573_jpeg.rf.3d25c16e985462217eb0600ab5394452.jpg,832,832,weed,211,101,613,644
agri_0_4112_jpeg.rf.155ca93b324e149446b2f269bebfddcb.jpg,832,832,crop,238,167,611,552
agri_0_3925_jpeg.rf.84c650242f57134900b94479ca4e3b69.jpg,832,832,crop,0,13,652,763
agri_0_3925_jpeg.rf.84c650242f57134900b94479ca4e3b69.jpg,832,832,crop,430,187,832,807
agri_0_4184_jpeg.rf.e729f0353438f10c186a00f1a7dc9da8.jpg,832,832,weed,275,248,666,820
agri_0_4184_jpeg.rf.e729f0353438f10c186a00f1a7dc9da8.jpg,832,832,weed,0,469,286,804
agri_0_4009_jpeg.rf.21a4554786f35ccba4c3d4498fc226aa.jpg,832,832,weed,98,128,635,631
agri_0_377_jpeg.rf.5746ac8218cb7ca521fafd0972931e99.jpg,832,832,weed,2,145,259,458
agri_0_377_jpeg.rf.5746ac8218cb7ca521fafd0972931e99.jpg,832,832,weed,351,309,642,572
agri_0_4122_jpeg.rf.344bb85a69c570394770331bd2335c30.jpg,832,832,weed,243,201,650,685
agri_0_4122_jpeg.rf.344bb85a69c570394770331bd2335c30.jpg,832,832,weed,0,40,217,341
agri_0_3752_jpeg.rf.a67722a2077b3af2c27a12681f1dddc3.jpg,832,832,weed,0,68,602,806
agri_0_4068_jpeg.rf.d02f5eff5209688d669fe6febf5f2256.jpg,832,832,weed,46,103,633,675
agri_0_4123_jpeg.rf.e5fd4c858eaf52e825e7c89dc936a738.jpg,832,832,crop,0,0,832,832
agri_0_4015_jpeg.rf.19dee124092c3b310f23eeb764d8bf03.jpg,832,832,weed,173,314,682,733
agri_0_1630_jpeg.rf.8b2261d6ed378a3cb1d8fcff5425788e.jpg,832,832,crop,0,0,832,742
agri_0_4302_jpeg.rf.52935cbf1b14383e0b812c5a8ed7b928.jpg,832,832,weed,65,178,832,806
agri_0_4073_jpeg.rf.2bea81d8b178d01dd4632468eaf4e166.jpg,832,832,weed,110,142,827,662
agri_0_4323_jpeg.rf.d4cf9c388be9a6294d92fbf6e8b6bd77.jpg,832,832,crop,0,0,827,832
agri_0_4058_jpeg.rf.9a39d22605aa06433bb6338255d88683.jpg,832,832,crop,66,177,827,753
agri_0_1174_jpeg.rf.0b601915bd3bacdb6a3b92a2560d57d5.jpg,832,832,crop,0,0,832,832
agri_0_3958_jpeg.rf.8d5a7c731c1de789a51f3c3e54eb135d.jpg,832,832,crop,135,0,826,717
agri_0_4085_jpeg.rf.c777b7ea45ea2aefcb796c4fe1e8a293.jpg,832,832,weed,46,81,822,832
agri_0_1722_jpeg.rf.4408495befa3c04bce0d619b43bf1a64.jpg,832,832,crop,26,39,621,799
agri_0_3604_jpeg.rf.941b428ec0e356f1a15e6a7b5a995b74.jpg,832,832,crop,279,60,832,503
agri_0_3604_jpeg.rf.941b428ec0e356f1a15e6a7b5a995b74.jpg,832,832,crop,109,273,635,650
agri_0_3971_jpeg.rf.323581bb2dedbc77d71fa1eb9ca2032f.jpg,832,832,crop,0,0,832,832
agri_0_3720_jpeg.rf.58cbaf491a590f568f3360eefdc73993.jpg,832,832,crop,515,388,579,439
agri_0_3720_jpeg.rf.58cbaf491a590f568f3360eefdc73993.jpg,832,832,crop,572,280,635,332
agri_0_3720_jpeg.rf.58cbaf491a590f568f3360eefdc73993.jpg,832,832,crop,528,324,588,379
agri_0_3720_jpeg.rf.58cbaf491a590f568f3360eefdc73993.jpg,832,832,crop,514,65,593,234
agri_0_3720_jpeg.rf.58cbaf491a590f568f3360eefdc73993.jpg,832,832,crop,181,335,275,414
agri_0_3720_jpeg.rf.58cbaf491a590f568f3360eefdc73993.jpg,832,832,crop,236,468,302,522
agri_0_3720_jpeg.rf.58cbaf491a590f568f3360eefdc73993.jpg,832,832,crop,320,411,393,457
agri_0_3720_jpeg.rf.58cbaf491a590f568f3360eefdc73993.jpg,832,832,crop,71,458,122,502
agri_0_3720_jpeg.rf.58cbaf491a590f568f3360eefdc73993.jpg,832,832,crop,657,511,793,628
agri_0_3720_jpeg.rf.58cbaf491a590f568f3360eefdc73993.jpg,832,832,crop,713,316,832,410
agri_0_4122_jpeg.rf.0737d644b4a5a888b377f1dfe7c51e7a.jpg,832,832,weed,204,186,683,586
agri_0_4122_jpeg.rf.0737d644b4a5a888b377f1dfe7c51e7a.jpg,832,832,weed,36,613,334,832
agri_0_3736_jpeg.rf.60132a32606ba2fc1ca2337db5dce75f.jpg,832,832,crop,36,62,821,829
agri_0_3736_jpeg.rf.60132a32606ba2fc1ca2337db5dce75f.jpg,832,832,crop,312,7,832,496
agri_0_3989_jpeg.rf.0f57e7f99d4a216653136564ab4c9722.jpg,832,832,weed,175,52,754,692
agri_0_3828_jpeg.rf.b73484dffe8ea6b500890125f1067092.jpg,832,832,weed,0,338,392,780
agri_0_3828_jpeg.rf.b73484dffe8ea6b500890125f1067092.jpg,832,832,weed,419,71,758,392
agri_0_3648_jpeg.rf.3e5f4ee7c1299344b08692db2a83b016.jpg,832,832,weed,95,218,766,575
agri_0_4029_jpeg.rf.ca499a9478a35321a702c28f106a515c.jpg,832,832,weed,125,239,754,674
agri_0_4107_jpeg.rf.c2d59eb2b52ad481df178c357d4dc08b.jpg,832,832,weed,243,207,680,743
agri_0_3536_jpeg.rf.8c93795d7e49f2cd785d97291c5a674d.jpg,832,832,weed,30,143,779,718
agri_0_372_jpeg.rf.31d80666c397905dd1b0fd5fca996183.jpg,832,832,crop,103,98,703,811
agri_0_372_jpeg.rf.31d80666c397905dd1b0fd5fca996183.jpg,832,832,crop,0,122,199,622
agri_0_3657_jpeg.rf.c54120d69d652fd1c684780cf86d8efd.jpg,832,832,crop,159,66,796,832
agri_0_3703_jpeg.rf.88341d402835eea5d52e636300ed4c68.jpg,832,832,weed,96,242,744,696
agri_0_3703_jpeg.rf.88341d402835eea5d52e636300ed4c68.jpg,832,832,weed,2,2,299,236
agri_0_4014_jpeg.rf.f39a670a462cf7b2216f2a3b65cb2826.jpg,832,832,weed,128,107,791,674
agri_0_4019_jpeg.rf.4fc3855b099a307a8dba2028eec1d68a.jpg,832,832,weed,138,202,691,623
agri_0_1543_jpeg.rf.7f710a0c4a969b17ada527250197183c.jpg,832,832,crop,0,11,832,832
agri_0_3669_jpeg.rf.8be62c3c0fb74b50ef7e964108bf2bb9.jpg,832,832,weed,73,171,821,597
agri_0_1530_jpeg.rf.8980c360c69da811c20d6f5bc0bfa478.jpg,832,832,crop,60,47,756,832
agri_0_1788_jpeg.rf.b6669ebb3f54896819ad78c0e81f4f95.jpg,832,832,weed,0,515,194,806
agri_0_1788_jpeg.rf.b6669ebb3f54896819ad78c0e81f4f95.jpg,832,832,weed,165,0,777,808
agri_0_417_jpeg.rf.5cc9990d1a12ce49b2d43077056ccda7.jpg,832,832,weed,13,124,832,670
agri_0_1518_jpeg.rf.1b72b0d233a569adea4429adaa67bf20.jpg,832,832,weed,82,229,657,714
agri_0_1518_jpeg.rf.1b72b0d233a569adea4429adaa67bf20.jpg,832,832,weed,9,32,610,290
agri_0_1518_jpeg.rf.1b72b0d233a569adea4429adaa67bf20.jpg,832,832,weed,76,266,307,424
agri_0_4184_jpeg.rf.020853abd4fef610ab95bfd5dcfe2fdb.jpg,832,832,weed,38,320,574,648
agri_0_4184_jpeg.rf.020853abd4fef610ab95bfd5dcfe2fdb.jpg,832,832,weed,10,7,312,298
agri_0_4028_jpeg.rf.47fdbd9aa05444cbbe05585b44d5d91e.jpg,832,832,weed,20,49,808,806
agri_0_4017_jpeg.rf.cbc6afc9b72523ff92defdd7efd64bc2.jpg,832,832,crop,60,199,832,740
agri_0_4033_jpeg.rf.eaae825cf70940dcb7b48a7875e77124.jpg,832,832,crop,18,26,793,790
agri_0_4034_jpeg.rf.01b018e0860d65f6d9dd7b7380ac48f6.jpg,832,832,crop,218,99,832,788
agri_0_3667_jpeg.rf.752cdd4097fdf2c9575a5cb05cb5ac58.jpg,832,832,weed,58,128,798,686
agri_0_3971_jpeg.rf.9213602373797eec448e72c50812746f.jpg,832,832,crop,65,3,773,832
agri_0_1945_jpeg.rf.d0017a271085c23e23ca89847b502f5b.jpg,832,832,crop,186,187,743,700
agri_0_4019_jpeg.rf.1c5be527c9240356be26bfd771c9c882.jpg,832,832,weed,156,228,673,597
agri_0_4301_jpeg.rf.e64c37009384163ecb22f03da92956f9.jpg,832,832,crop,276,535,403,649
agri_0_4301_jpeg.rf.e64c37009384163ecb22f03da92956f9.jpg,832,832,crop,500,608,575,690
agri_0_4301_jpeg.rf.e64c37009384163ecb22f03da92956f9.jpg,832,832,crop,416,458,497,538
agri_0_4301_jpeg.rf.e64c37009384163ecb22f03da92956f9.jpg,832,832,crop,271,372,376,481
agri_0_4301_jpeg.rf.e64c37009384163ecb22f03da92956f9.jpg,832,832,crop,601,393,678,479
agri_0_4301_jpeg.rf.e64c37009384163ecb22f03da92956f9.jpg,832,832,crop,591,310,672,376
agri_0_4301_jpeg.rf.e64c37009384163ecb22f03da92956f9.jpg,832,832,crop,113,249,272,408
agri_0_4301_jpeg.rf.e64c37009384163ecb22f03da92956f9.jpg,832,832,crop,282,152,380,199
agri_0_4301_jpeg.rf.e64c37009384163ecb22f03da92956f9.jpg,832,832,crop,137,137,225,196
agri_0_4301_jpeg.rf.e64c37009384163ecb22f03da92956f9.jpg,832,832,crop,361,264,444,358
agri_0_4301_jpeg.rf.e64c37009384163ecb22f03da92956f9.jpg,832,832,crop,124,52,234,119
agri_0_4125_jpeg.rf.ac0e2cac2a632ac522c411fe3c01c8a6.jpg,832,832,crop,73,106,796,645
agri_0_1779_jpeg.rf.409235d756d14d6db1b1638ea5b4c4a7.jpg,832,832,weed,103,0,832,712
agri_0_1779_jpeg.rf.409235d756d14d6db1b1638ea5b4c4a7.jpg,832,832,weed,158,622,339,795
agri_0_3679_jpeg.rf.027ae73875f887a95b10eae337cfc008.jpg,832,832,weed,189,205,660,608
agri_0_3666_jpeg.rf.a0a6731fd2606bf901ea4d46448a20bd.jpg,832,832,weed,177,203,660,618
agri_0_1610_jpeg.rf.63b7f32d715a8478732952f9e18d5aee.jpg,832,832,weed,7,55,795,829
agri_0_1707_jpeg.rf.322794b257857649288006fbd73f3406.jpg,832,832,weed,356,351,832,795
agri_0_4055_jpeg.rf.b403b4ce443efe493997d65951c542b3.jpg,832,832,weed,174,168,691,685
agri_0_3989_jpeg.rf.f5a1b35e6c1334ed8b04330c73bc7430.jpg,832,832,weed,99,227,663,715
agri_0_3805_jpeg.rf.d6ed8b073bd08cdfb8dc3faa2c669a15.jpg,832,832,weed,281,179,601,545
agri_0_1129_jpeg.rf.c0d1fd9447a75f581e3a0f7a3c73f949.jpg,832,832,crop,0,17,832,818
agri_0_1146_jpeg.rf.2657f22740fe3e3204544ac9e8ce5fb8.jpg,832,832,weed,2,160,741,832
agri_0_1612_jpeg.rf.2fa1ba1bea2a90f2274a71942c18ff11.jpg,832,832,weed,163,142,677,431
agri_0_3983_jpeg.rf.2786a2acddefdbe42606f40fe68886d2.jpg,832,832,crop,46,171,777,653
agri_0_1610_jpeg.rf.228f1687350b8cd23450d58c86fd5acc.jpg,832,832,weed,0,0,832,832
agri_0_3869_jpeg.rf.423bd0893aa744771e73ac6862988d10.jpg,832,832,crop,142,210,701,594
agri_0_3990_jpeg.rf.1b234f8a0f8e233b95c3425a09848bd2.jpg,832,832,weed,88,78,627,580
agri_0_3860_jpeg.rf.bd231a739701972c38b62cc82dce89f0.jpg,832,832,weed,339,245,832,655
agri_0_3860_jpeg.rf.bd231a739701972c38b62cc82dce89f0.jpg,832,832,weed,173,0,798,348
agri_0_3860_jpeg.rf.bd231a739701972c38b62cc82dce89f0.jpg,832,832,weed,40,324,418,832
agri_0_3842_jpeg.rf.bbf247b7ab0ede069ef283db3fb5240e.jpg,832,832,weed,349,139,613,596
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,190,182,299,273
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,525,130,577,187
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,479,252,533,299
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,195,306,301,394
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,361,292,406,343
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,198,459,265,579
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,132,635,246,725
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,660,427,713,499
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,567,686,637,739
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,39,407,127,475
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,60,589,125,644
agri_0_3964_jpeg.rf.2790ed886c35ed0d2086bebf0814d10e.jpg,832,832,crop,98,514,145,574
agri_0_1722_jpeg.rf.f91d83b730c5f27d7c78b81935a56ba4.jpg,832,832,crop,17,0,832,666
agri_0_4112_jpeg.rf.2d0774ac28bfe91cba475f5f0b48cebc.jpg,832,832,crop,176,234,543,588
agri_0_1350_jpeg.rf.c0f819a1e1bd61bcbd3149d2b2d31ee7.jpg,832,832,weed,196,267,588,555
agri_0_1361_jpeg.rf.ee463d04f2be4d2dfd3a5564782a853d.jpg,832,832,crop,0,0,832,832
agri_0_1351_jpeg.rf.ebe95ccb8078b0445177d214218a28b6.jpg,832,832,crop,31,100,786,832
agri_0_1320_jpeg.rf.5c325df2aeb9ed119dfd78d1bc6e81c4.jpg,832,832,weed,78,212,713,709
agri_0_4167_jpeg.rf.37023773a6a8fc9c6f057ceec694dce0.jpg,832,832,crop,44,202,694,748
agri_0_1731_jpeg.rf.2cbb454218c83b06a33cecc7a13710da.jpg,832,832,weed,25,116,722,671
agri_0_1858_jpeg.rf.b1efd0f83345564a4f7a05ec80148d2e.jpg,832,832,crop,65,172,715,674
agri_0_1332_jpeg.rf.1d60275e2d68c865fb7d91e85a4ddbeb.jpg,832,832,crop,184,68,732,609
agri_0_1332_jpeg.rf.1d60275e2d68c865fb7d91e85a4ddbeb.jpg,832,832,crop,0,483,214,742
agri_0_1332_jpeg.rf.1d60275e2d68c865fb7d91e85a4ddbeb.jpg,832,832,crop,0,283,214,520
agri_0_3613_jpeg.rf.996709ce4625e19815ae41832dfcc805.jpg,832,832,crop,200,195,621,440
agri_0_3856_jpeg.rf.67820c5fe0f52be4832ab584a27107bc.jpg,832,832,weed,135,194,687,605
agri_0_4107_jpeg.rf.247e124490f336f4b7332fc5c2f08dc9.jpg,832,832,weed,182,226,541,707
agri_0_1612_jpeg.rf.c584151e2a66d6ea10e8d2ed2c736091.jpg,832,832,weed,179,396,696,693
agri_0_4034_jpeg.rf.c3f3edf303d2636ea30e6251223c441b.jpg,832,832,crop,16,0,746,639
agri_0_3880_jpeg.rf.6886a607968b5015f738b478a8a03caa.jpg,832,832,weed,89,135,781,694
agri_0_3958_jpeg.rf.38b92b8beb4f6687393691c5e2036dc1.jpg,832,832,crop,51,195,683,785
agri_0_1317_jpeg.rf.9c3508928e8788ca46f259884499f193.jpg,832,832,crop,26,0,807,832
